"code_uhbr","finest_name","date","method","community","abundance"
"AF_T_B3_R2","Candidatus Solibacter::Cluster_655","17/04/2023","metabarcoding","bacteria",57
"MC_C_B2_R2","Candidatus Solibacter::Cluster_655","17/04/2023","metabarcoding","bacteria",85
"AF_C_B3_R3","Candidatus Solibacter::Cluster_722","17/04/2023","metabarcoding","bacteria",67
"AF_C_B3_R4","Candidatus Solibacter::Cluster_722","17/04/2023","metabarcoding","bacteria",78
"AF_T_B1_R1","Candidatus Solibacter::Cluster_776","17/04/2023","metabarcoding","bacteria",103
"AF_T_B1_R2","Candidatus Solibacter::Cluster_776","17/04/2023","metabarcoding","bacteria",108
"AF_T_B1_R5","Candidatus Solibacter::Cluster_776","17/04/2023","metabarcoding","bacteria",76
"TP_T_B2_R3","Candidatus Solibacter::Cluster_776","17/04/2023","metabarcoding","bacteria",66
"TP_T_B2_R4","Candidatus Solibacter::Cluster_776","17/04/2023","metabarcoding","bacteria",63
"AF_C_B3_R1","Candidatus Solibacter::Cluster_782","17/04/2023","metabarcoding","bacteria",113
"AF_C_B3_R2","Candidatus Solibacter::Cluster_782","17/04/2023","metabarcoding","bacteria",85
"AF_C_B3_R5","Candidatus Solibacter::Cluster_782","17/04/2023","metabarcoding","bacteria",64
"AF_T_B3_R1","Candidatus Solibacter::Cluster_782","17/04/2023","metabarcoding","bacteria",70
"AF_T_B3_R5","Candidatus Solibacter::Cluster_782","17/04/2023","metabarcoding","bacteria",66
"TP_T_B3_R2","Candidatus Solibacter::Cluster_782","17/04/2023","metabarcoding","bacteria",163
"TP_T_B3_R5","Candidatus Solibacter::Cluster_782","17/04/2023","metabarcoding","bacteria",107
"AF_T_B3_R1","Candidatus Udaeobacter::Cluster_1048","17/04/2023","metabarcoding","bacteria",70
"AF_T_B3_R2","Candidatus Udaeobacter::Cluster_1048","17/04/2023","metabarcoding","bacteria",94
"TP_T_B2_R1","Candidatus Udaeobacter::Cluster_1075","17/04/2023","metabarcoding","bacteria",267
"AF_C_B2_R4","Candidatus Udaeobacter::Cluster_1086","17/04/2023","metabarcoding","bacteria",92
"AF_C_B2_R5","Candidatus Udaeobacter::Cluster_1086","17/04/2023","metabarcoding","bacteria",86
"AF_T_B2_R4","Candidatus Udaeobacter::Cluster_1086","17/04/2023","metabarcoding","bacteria",75
"AF_T_B2_R5","Candidatus Udaeobacter::Cluster_1086","17/04/2023","metabarcoding","bacteria",105
"MC_C_B2_R1","Candidatus Udaeobacter::Cluster_1517","17/04/2023","metabarcoding","bacteria",134
"MC_C_B2_R3","Candidatus Udaeobacter::Cluster_1517","17/04/2023","metabarcoding","bacteria",105
"MC_C_B2_R4","Candidatus Udaeobacter::Cluster_1517","17/04/2023","metabarcoding","bacteria",101
"AF_C_B1_R1","Candidatus Udaeobacter::Cluster_153","17/04/2023","metabarcoding","bacteria",79
"AF_T_B1_R1","Candidatus Udaeobacter::Cluster_153","17/04/2023","metabarcoding","bacteria",146
"AF_T_B1_R2","Candidatus Udaeobacter::Cluster_153","17/04/2023","metabarcoding","bacteria",95
"AF_T_B2_R4","Candidatus Udaeobacter::Cluster_153","17/04/2023","metabarcoding","bacteria",135
"MC_C_B1_R1","Candidatus Udaeobacter::Cluster_153","17/04/2023","metabarcoding","bacteria",118
"MC_C_B1_R2","Candidatus Udaeobacter::Cluster_153","17/04/2023","metabarcoding","bacteria",132
"MC_C_B1_R4","Candidatus Udaeobacter::Cluster_153","17/04/2023","metabarcoding","bacteria",97
"MC_C_B1_R5","Candidatus Udaeobacter::Cluster_153","17/04/2023","metabarcoding","bacteria",81
"TP_T_B1_R1","Candidatus Udaeobacter::Cluster_153","17/04/2023","metabarcoding","bacteria",152
"TP_T_B1_R5","Candidatus Udaeobacter::Cluster_153","17/04/2023","metabarcoding","bacteria",331
"AF_T_B2_R2","Candidatus Udaeobacter::Cluster_154","17/04/2023","metabarcoding","bacteria",74
"AF_T_B2_R5","Candidatus Udaeobacter::Cluster_154","17/04/2023","metabarcoding","bacteria",138
"AF_T_B3_R1","Candidatus Udaeobacter::Cluster_154","17/04/2023","metabarcoding","bacteria",69
"AF_T_B3_R2","Candidatus Udaeobacter::Cluster_154","17/04/2023","metabarcoding","bacteria",70
"AF_T_B3_R3","Candidatus Udaeobacter::Cluster_154","17/04/2023","metabarcoding","bacteria",226
"AF_T_B3_R4","Candidatus Udaeobacter::Cluster_154","17/04/2023","metabarcoding","bacteria",110
"AF_T_B3_R5","Candidatus Udaeobacter::Cluster_154","17/04/2023","metabarcoding","bacteria",100
"TP_T_B3_R2","Candidatus Udaeobacter::Cluster_154","17/04/2023","metabarcoding","bacteria",71
"TP_T_B3_R3","Candidatus Udaeobacter::Cluster_154","17/04/2023","metabarcoding","bacteria",213
"TP_T_B3_R4","Candidatus Udaeobacter::Cluster_154","17/04/2023","metabarcoding","bacteria",158
"TP_T_B3_R5","Candidatus Udaeobacter::Cluster_154","17/04/2023","metabarcoding","bacteria",120
"AF_C_B2_R1","Candidatus Udaeobacter::Cluster_158","17/04/2023","metabarcoding","bacteria",84
"AF_C_B2_R3","Candidatus Udaeobacter::Cluster_158","17/04/2023","metabarcoding","bacteria",251
"AF_C_B2_R4","Candidatus Udaeobacter::Cluster_158","17/04/2023","metabarcoding","bacteria",150
"AF_C_B2_R5","Candidatus Udaeobacter::Cluster_158","17/04/2023","metabarcoding","bacteria",192
"AF_T_B2_R3","Candidatus Udaeobacter::Cluster_158","17/04/2023","metabarcoding","bacteria",185
"AF_T_B2_R5","Candidatus Udaeobacter::Cluster_158","17/04/2023","metabarcoding","bacteria",90
"MC_C_B2_R1","Candidatus Udaeobacter::Cluster_158","17/04/2023","metabarcoding","bacteria",53
"TP_T_B2_R3","Candidatus Udaeobacter::Cluster_158","17/04/2023","metabarcoding","bacteria",64
"AF_T_B1_R3","Candidatus Udaeobacter::Cluster_1715","17/04/2023","metabarcoding","bacteria",124
"AF_T_B1_R4","Candidatus Udaeobacter::Cluster_1715","17/04/2023","metabarcoding","bacteria",120
"TP_T_B1_R5","Candidatus Udaeobacter::Cluster_1895","17/04/2023","metabarcoding","bacteria",74
"TP_T_B2_R1","Candidatus Udaeobacter::Cluster_1895","17/04/2023","metabarcoding","bacteria",88
"AF_C_B2_R4","Candidatus Udaeobacter::Cluster_262","17/04/2023","metabarcoding","bacteria",104
"AF_C_B2_R5","Candidatus Udaeobacter::Cluster_262","17/04/2023","metabarcoding","bacteria",83
"AF_T_B1_R3","Candidatus Udaeobacter::Cluster_262","17/04/2023","metabarcoding","bacteria",124
"AF_T_B1_R4","Candidatus Udaeobacter::Cluster_262","17/04/2023","metabarcoding","bacteria",109
"AF_T_B2_R4","Candidatus Udaeobacter::Cluster_262","17/04/2023","metabarcoding","bacteria",215
"AF_T_B2_R5","Candidatus Udaeobacter::Cluster_262","17/04/2023","metabarcoding","bacteria",119
"AF_T_B3_R5","Candidatus Udaeobacter::Cluster_2736","17/04/2023","metabarcoding","bacteria",80
"TP_T_B3_R3","Candidatus Udaeobacter::Cluster_2770","17/04/2023","metabarcoding","bacteria",106
"AF_C_B1_R5","Candidatus Udaeobacter::Cluster_36","17/04/2023","metabarcoding","bacteria",65
"AF_C_B2_R1","Candidatus Udaeobacter::Cluster_36","17/04/2023","metabarcoding","bacteria",192
"AF_C_B2_R2","Candidatus Udaeobacter::Cluster_36","17/04/2023","metabarcoding","bacteria",373
"AF_C_B2_R3","Candidatus Udaeobacter::Cluster_36","17/04/2023","metabarcoding","bacteria",593
"AF_C_B2_R4","Candidatus Udaeobacter::Cluster_36","17/04/2023","metabarcoding","bacteria",369
"AF_C_B2_R5","Candidatus Udaeobacter::Cluster_36","17/04/2023","metabarcoding","bacteria",430
"AF_C_B3_R1","Candidatus Udaeobacter::Cluster_36","17/04/2023","metabarcoding","bacteria",84
"AF_T_B1_R3","Candidatus Udaeobacter::Cluster_36","17/04/2023","metabarcoding","bacteria",141
"AF_T_B1_R4","Candidatus Udaeobacter::Cluster_36","17/04/2023","metabarcoding","bacteria",142
"AF_T_B1_R5","Candidatus Udaeobacter::Cluster_36","17/04/2023","metabarcoding","bacteria",79
"AF_T_B2_R1","Candidatus Udaeobacter::Cluster_36","17/04/2023","metabarcoding","bacteria",200
"AF_T_B2_R2","Candidatus Udaeobacter::Cluster_36","17/04/2023","metabarcoding","bacteria",129
"AF_T_B2_R3","Candidatus Udaeobacter::Cluster_36","17/04/2023","metabarcoding","bacteria",352
"AF_T_B2_R4","Candidatus Udaeobacter::Cluster_36","17/04/2023","metabarcoding","bacteria",231
"AF_T_B2_R5","Candidatus Udaeobacter::Cluster_36","17/04/2023","metabarcoding","bacteria",333
"AF_T_B3_R1","Candidatus Udaeobacter::Cluster_36","17/04/2023","metabarcoding","bacteria",100
"AF_T_B3_R2","Candidatus Udaeobacter::Cluster_36","17/04/2023","metabarcoding","bacteria",128
"AF_T_B3_R3","Candidatus Udaeobacter::Cluster_36","17/04/2023","metabarcoding","bacteria",188
"AF_T_B3_R4","Candidatus Udaeobacter::Cluster_36","17/04/2023","metabarcoding","bacteria",140
"MC_C_B2_R1","Candidatus Udaeobacter::Cluster_36","17/04/2023","metabarcoding","bacteria",244
"MC_C_B2_R2","Candidatus Udaeobacter::Cluster_36","17/04/2023","metabarcoding","bacteria",262
"MC_C_B2_R3","Candidatus Udaeobacter::Cluster_36","17/04/2023","metabarcoding","bacteria",166
"MC_C_B2_R4","Candidatus Udaeobacter::Cluster_36","17/04/2023","metabarcoding","bacteria",82
"MC_C_B2_R5","Candidatus Udaeobacter::Cluster_36","17/04/2023","metabarcoding","bacteria",205
"TP_T_B2_R2","Candidatus Udaeobacter::Cluster_36","17/04/2023","metabarcoding","bacteria",137
"TP_T_B2_R3","Candidatus Udaeobacter::Cluster_36","17/04/2023","metabarcoding","bacteria",163
"TP_T_B2_R4","Candidatus Udaeobacter::Cluster_36","17/04/2023","metabarcoding","bacteria",301
"TP_T_B2_R5","Candidatus Udaeobacter::Cluster_36","17/04/2023","metabarcoding","bacteria",74
"TP_T_B3_R1","Candidatus Udaeobacter::Cluster_36","17/04/2023","metabarcoding","bacteria",308
"TP_T_B3_R2","Candidatus Udaeobacter::Cluster_36","17/04/2023","metabarcoding","bacteria",59
"TP_T_B3_R3","Candidatus Udaeobacter::Cluster_36","17/04/2023","metabarcoding","bacteria",112
"TP_T_B3_R4","Candidatus Udaeobacter::Cluster_36","17/04/2023","metabarcoding","bacteria",188
"AF_C_B1_R1","Candidatus Udaeobacter::Cluster_424","17/04/2023","metabarcoding","bacteria",69
"AF_T_B1_R2","Candidatus Udaeobacter::Cluster_424","17/04/2023","metabarcoding","bacteria",141
"AF_T_B1_R3","Candidatus Udaeobacter::Cluster_424","17/04/2023","metabarcoding","bacteria",145
"AF_T_B1_R4","Candidatus Udaeobacter::Cluster_424","17/04/2023","metabarcoding","bacteria",73
"MC_C_B1_R3","Candidatus Udaeobacter::Cluster_424","17/04/2023","metabarcoding","bacteria",78
"MC_C_B1_R5","Candidatus Udaeobacter::Cluster_424","17/04/2023","metabarcoding","bacteria",106
"TP_T_B1_R1","Candidatus Udaeobacter::Cluster_424","17/04/2023","metabarcoding","bacteria",70
"AF_T_B1_R1","Candidatus Udaeobacter::Cluster_474","17/04/2023","metabarcoding","bacteria",148
"MC_C_B1_R5","Candidatus Udaeobacter::Cluster_474","17/04/2023","metabarcoding","bacteria",226
"TP_T_B1_R1","Candidatus Udaeobacter::Cluster_474","17/04/2023","metabarcoding","bacteria",270
"TP_T_B1_R5","Candidatus Udaeobacter::Cluster_474","17/04/2023","metabarcoding","bacteria",171
"TP_T_B2_R1","Candidatus Udaeobacter::Cluster_474","17/04/2023","metabarcoding","bacteria",88
"AF_C_B2_R2","Candidatus Udaeobacter::Cluster_49","17/04/2023","metabarcoding","bacteria",146
"AF_C_B2_R3","Candidatus Udaeobacter::Cluster_49","17/04/2023","metabarcoding","bacteria",167
"AF_C_B2_R4","Candidatus Udaeobacter::Cluster_49","17/04/2023","metabarcoding","bacteria",193
"AF_C_B2_R5","Candidatus Udaeobacter::Cluster_49","17/04/2023","metabarcoding","bacteria",321
"AF_C_B3_R1","Candidatus Udaeobacter::Cluster_49","17/04/2023","metabarcoding","bacteria",106
"AF_C_B3_R4","Candidatus Udaeobacter::Cluster_49","17/04/2023","metabarcoding","bacteria",82
"AF_T_B2_R5","Candidatus Udaeobacter::Cluster_49","17/04/2023","metabarcoding","bacteria",175
"AF_T_B3_R1","Candidatus Udaeobacter::Cluster_49","17/04/2023","metabarcoding","bacteria",136
"AF_T_B3_R2","Candidatus Udaeobacter::Cluster_49","17/04/2023","metabarcoding","bacteria",74
"AF_T_B3_R3","Candidatus Udaeobacter::Cluster_49","17/04/2023","metabarcoding","bacteria",217
"AF_T_B3_R4","Candidatus Udaeobacter::Cluster_49","17/04/2023","metabarcoding","bacteria",121
"MC_C_B2_R1","Candidatus Udaeobacter::Cluster_49","17/04/2023","metabarcoding","bacteria",275
"MC_C_B2_R2","Candidatus Udaeobacter::Cluster_49","17/04/2023","metabarcoding","bacteria",298
"MC_C_B2_R3","Candidatus Udaeobacter::Cluster_49","17/04/2023","metabarcoding","bacteria",345
"MC_C_B2_R4","Candidatus Udaeobacter::Cluster_49","17/04/2023","metabarcoding","bacteria",199
"MC_C_B2_R5","Candidatus Udaeobacter::Cluster_49","17/04/2023","metabarcoding","bacteria",245
"TP_T_B3_R1","Candidatus Udaeobacter::Cluster_49","17/04/2023","metabarcoding","bacteria",103
"TP_T_B3_R3","Candidatus Udaeobacter::Cluster_49","17/04/2023","metabarcoding","bacteria",75
"TP_T_B3_R4","Candidatus Udaeobacter::Cluster_49","17/04/2023","metabarcoding","bacteria",78
"AF_C_B2_R2","Candidatus Udaeobacter::Cluster_599","17/04/2023","metabarcoding","bacteria",87
"AF_C_B2_R5","Candidatus Udaeobacter::Cluster_599","17/04/2023","metabarcoding","bacteria",108
"AF_T_B2_R5","Candidatus Udaeobacter::Cluster_599","17/04/2023","metabarcoding","bacteria",77
"AF_T_B3_R1","Candidatus Udaeobacter::Cluster_599","17/04/2023","metabarcoding","bacteria",83
"AF_T_B3_R3","Candidatus Udaeobacter::Cluster_599","17/04/2023","metabarcoding","bacteria",86
"MC_C_B2_R1","Candidatus Udaeobacter::Cluster_599","17/04/2023","metabarcoding","bacteria",62
"AF_C_B1_R1","Candidatus Udaeobacter::Cluster_67","17/04/2023","metabarcoding","bacteria",69
"AF_C_B1_R2","Candidatus Udaeobacter::Cluster_67","17/04/2023","metabarcoding","bacteria",83
"AF_C_B2_R2","Candidatus Udaeobacter::Cluster_67","17/04/2023","metabarcoding","bacteria",78
"AF_C_B2_R4","Candidatus Udaeobacter::Cluster_67","17/04/2023","metabarcoding","bacteria",98
"AF_C_B2_R5","Candidatus Udaeobacter::Cluster_67","17/04/2023","metabarcoding","bacteria",227
"AF_C_B3_R1","Candidatus Udaeobacter::Cluster_67","17/04/2023","metabarcoding","bacteria",136
"AF_T_B1_R1","Candidatus Udaeobacter::Cluster_67","17/04/2023","metabarcoding","bacteria",105
"AF_T_B1_R2","Candidatus Udaeobacter::Cluster_67","17/04/2023","metabarcoding","bacteria",91
"AF_T_B1_R3","Candidatus Udaeobacter::Cluster_67","17/04/2023","metabarcoding","bacteria",193
"AF_T_B1_R4","Candidatus Udaeobacter::Cluster_67","17/04/2023","metabarcoding","bacteria",188
"AF_T_B1_R5","Candidatus Udaeobacter::Cluster_67","17/04/2023","metabarcoding","bacteria",68
"AF_T_B2_R3","Candidatus Udaeobacter::Cluster_67","17/04/2023","metabarcoding","bacteria",90
"AF_T_B2_R4","Candidatus Udaeobacter::Cluster_67","17/04/2023","metabarcoding","bacteria",90
"AF_T_B2_R5","Candidatus Udaeobacter::Cluster_67","17/04/2023","metabarcoding","bacteria",171
"AF_T_B3_R1","Candidatus Udaeobacter::Cluster_67","17/04/2023","metabarcoding","bacteria",206
"AF_T_B3_R2","Candidatus Udaeobacter::Cluster_67","17/04/2023","metabarcoding","bacteria",205
"AF_T_B3_R3","Candidatus Udaeobacter::Cluster_67","17/04/2023","metabarcoding","bacteria",247
"AF_T_B3_R4","Candidatus Udaeobacter::Cluster_67","17/04/2023","metabarcoding","bacteria",110
"AF_T_B3_R5","Candidatus Udaeobacter::Cluster_67","17/04/2023","metabarcoding","bacteria",61
"MC_C_B1_R1","Candidatus Udaeobacter::Cluster_67","17/04/2023","metabarcoding","bacteria",92
"MC_C_B1_R3","Candidatus Udaeobacter::Cluster_67","17/04/2023","metabarcoding","bacteria",90
"MC_C_B1_R5","Candidatus Udaeobacter::Cluster_67","17/04/2023","metabarcoding","bacteria",135
"MC_C_B2_R2","Candidatus Udaeobacter::Cluster_67","17/04/2023","metabarcoding","bacteria",67
"MC_C_B2_R3","Candidatus Udaeobacter::Cluster_67","17/04/2023","metabarcoding","bacteria",69
"TP_T_B1_R1","Candidatus Udaeobacter::Cluster_67","17/04/2023","metabarcoding","bacteria",89
"TP_T_B1_R2","Candidatus Udaeobacter::Cluster_67","17/04/2023","metabarcoding","bacteria",144
"TP_T_B1_R4","Candidatus Udaeobacter::Cluster_67","17/04/2023","metabarcoding","bacteria",136
"TP_T_B1_R5","Candidatus Udaeobacter::Cluster_67","17/04/2023","metabarcoding","bacteria",189
"TP_T_B2_R1","Candidatus Udaeobacter::Cluster_67","17/04/2023","metabarcoding","bacteria",165
"TP_T_B3_R1","Candidatus Udaeobacter::Cluster_67","17/04/2023","metabarcoding","bacteria",57
"TP_T_B3_R2","Candidatus Udaeobacter::Cluster_67","17/04/2023","metabarcoding","bacteria",160
"TP_T_B3_R3","Candidatus Udaeobacter::Cluster_67","17/04/2023","metabarcoding","bacteria",107
"TP_T_B3_R4","Candidatus Udaeobacter::Cluster_67","17/04/2023","metabarcoding","bacteria",124
"TP_T_B3_R5","Candidatus Udaeobacter::Cluster_67","17/04/2023","metabarcoding","bacteria",74
"AF_T_B2_R4","Candidatus Udaeobacter::Cluster_691","17/04/2023","metabarcoding","bacteria",119
"AF_C_B1_R1","Candidatus Udaeobacter::Cluster_76","17/04/2023","metabarcoding","bacteria",150
"AF_C_B1_R2","Candidatus Udaeobacter::Cluster_76","17/04/2023","metabarcoding","bacteria",207
"AF_C_B1_R3","Candidatus Udaeobacter::Cluster_76","17/04/2023","metabarcoding","bacteria",268
"AF_C_B1_R4","Candidatus Udaeobacter::Cluster_76","17/04/2023","metabarcoding","bacteria",111
"AF_C_B1_R5","Candidatus Udaeobacter::Cluster_76","17/04/2023","metabarcoding","bacteria",145
"AF_C_B2_R5","Candidatus Udaeobacter::Cluster_76","17/04/2023","metabarcoding","bacteria",120
"AF_T_B1_R2","Candidatus Udaeobacter::Cluster_76","17/04/2023","metabarcoding","bacteria",73
"AF_T_B1_R3","Candidatus Udaeobacter::Cluster_76","17/04/2023","metabarcoding","bacteria",858
"AF_T_B1_R4","Candidatus Udaeobacter::Cluster_76","17/04/2023","metabarcoding","bacteria",761
"AF_T_B1_R5","Candidatus Udaeobacter::Cluster_76","17/04/2023","metabarcoding","bacteria",238
"AF_T_B2_R4","Candidatus Udaeobacter::Cluster_76","17/04/2023","metabarcoding","bacteria",90
"AF_T_B2_R5","Candidatus Udaeobacter::Cluster_76","17/04/2023","metabarcoding","bacteria",196
"MC_C_B1_R1","Candidatus Udaeobacter::Cluster_76","17/04/2023","metabarcoding","bacteria",150
"MC_C_B1_R3","Candidatus Udaeobacter::Cluster_76","17/04/2023","metabarcoding","bacteria",130
"MC_C_B1_R4","Candidatus Udaeobacter::Cluster_76","17/04/2023","metabarcoding","bacteria",82
"MC_C_B1_R5","Candidatus Udaeobacter::Cluster_76","17/04/2023","metabarcoding","bacteria",138
"MC_C_B2_R1","Candidatus Udaeobacter::Cluster_76","17/04/2023","metabarcoding","bacteria",184
"MC_C_B2_R2","Candidatus Udaeobacter::Cluster_76","17/04/2023","metabarcoding","bacteria",258
"MC_C_B2_R3","Candidatus Udaeobacter::Cluster_76","17/04/2023","metabarcoding","bacteria",110
"MC_C_B2_R5","Candidatus Udaeobacter::Cluster_76","17/04/2023","metabarcoding","bacteria",139
"TP_T_B1_R1","Candidatus Udaeobacter::Cluster_76","17/04/2023","metabarcoding","bacteria",204
"TP_T_B1_R5","Candidatus Udaeobacter::Cluster_76","17/04/2023","metabarcoding","bacteria",105
"AF_T_B1_R1","Candidatus Udaeobacter::Cluster_812","17/04/2023","metabarcoding","bacteria",76
"TP_T_B1_R1","Candidatus Udaeobacter::Cluster_812","17/04/2023","metabarcoding","bacteria",77
"TP_T_B1_R5","Candidatus Udaeobacter::Cluster_812","17/04/2023","metabarcoding","bacteria",202
"AF_C_B2_R2","Candidatus Udaeobacter::Cluster_831","17/04/2023","metabarcoding","bacteria",85
"AF_T_B3_R3","Candidatus Udaeobacter::Cluster_831","17/04/2023","metabarcoding","bacteria",132
"AF_T_B2_R4","Candidatus Udaeobacter::Cluster_893","17/04/2023","metabarcoding","bacteria",184
"TP_T_B1_R2","Candidatus Xiphinematobacter::Cluster_1625","17/04/2023","metabarcoding","bacteria",50
"AF_C_B3_R5","Catenulispora acidiphila::Cluster_2658","17/04/2023","metabarcoding","bacteria",99
"AF_C_B3_R5","Caulobacteraceae::Cluster_143","17/04/2023","metabarcoding","bacteria",161
"AF_T_B1_R2","Caulobacteraceae::Cluster_143","17/04/2023","metabarcoding","bacteria",69
"AF_T_B1_R2","CCD24::Cluster_461","17/04/2023","metabarcoding","bacteria",86
"MC_C_B3_R4","CCD24::Cluster_461","17/04/2023","metabarcoding","bacteria",54
"MC_C_B3_R5","CCD24::Cluster_461","17/04/2023","metabarcoding","bacteria",61
"TP_T_B1_R1","CCD24::Cluster_461","17/04/2023","metabarcoding","bacteria",102
"TP_T_B1_R2","CCD24::Cluster_461","17/04/2023","metabarcoding","bacteria",75
"TP_T_B1_R3","CCD24::Cluster_461","17/04/2023","metabarcoding","bacteria",132
"TP_T_B1_R4","CCD24::Cluster_461","17/04/2023","metabarcoding","bacteria",115
"TP_T_B1_R5","CCD24::Cluster_461","17/04/2023","metabarcoding","bacteria",87
