"","kingdom","phylum","class","order","family","genus","species","abr_1_guild_level_2_AND","abr_2_guild_level_3_AND","abr_3_guild_level_4_AND","abr_4_guild_level_5_AND","abr_all_guild_level_AND","consumer","potential","interaction_matchName","resource_matchName"
"Gemmatimonadaceae::Cluster_3154","Bacteria","Gemmatimonadota","Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","untargeted","any","not observed","not observed"
"Gemmatimonadaceae::Cluster_509","Bacteria","Gemmatimonadota","Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","untargeted","any","not observed","not observed"
"Gemmatimonadaceae::Cluster_615","Bacteria","Gemmatimonadota","Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","untargeted","any","not observed","not observed"
"Gemmatimonadaceae::Cluster_696","Bacteria","Gemmatimonadota","Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","untargeted","any","not observed","not observed"
"Gemmatimonadaceae::Cluster_73","Bacteria","Gemmatimonadota","Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","untargeted","any","not observed","not observed"
"Gemmatimonadaceae::Cluster_765","Bacteria","Gemmatimonadota","Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","untargeted","any","not observed","not observed"
"Gemmatimonadaceae::Cluster_7823","Bacteria","Gemmatimonadota","Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","untargeted","any","not observed","not observed"
"Gemmatimonadaceae::Cluster_944","Bacteria","Gemmatimonadota","Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","untargeted","any","not observed","not observed"
"Gemmatimonas::Cluster_106","Bacteria","Gemmatimonadota","Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae","Gemmatimonas","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","untargeted","any","not observed","not observed"
"Gemmatimonas::Cluster_124","Bacteria","Gemmatimonadota","Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae","Gemmatimonas","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","untargeted","any","not observed","not observed"
"Gemmatimonas::Cluster_1276","Bacteria","Gemmatimonadota","Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae","Gemmatimonas","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","untargeted","any","not observed","not observed"
"Gemmatimonas::Cluster_1441","Bacteria","Gemmatimonadota","Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae","Gemmatimonas","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","untargeted","any","not observed","not observed"
"Gemmatimonas::Cluster_1574","Bacteria","Gemmatimonadota","Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae","Gemmatimonas","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","untargeted","any","not observed","not observed"
"Gemmatimonas::Cluster_1596","Bacteria","Gemmatimonadota","Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae","Gemmatimonas","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","untargeted","any","not observed","not observed"
"Gemmatimonas::Cluster_1699","Bacteria","Gemmatimonadota","Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae","Gemmatimonas","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","untargeted","any","not observed","not observed"
"Gemmatimonas::Cluster_191","Bacteria","Gemmatimonadota","Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae","Gemmatimonas","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","untargeted","any","not observed","not observed"
"Gemmatimonas::Cluster_232","Bacteria","Gemmatimonadota","Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae","Gemmatimonas","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","untargeted","any","not observed","not observed"
"Gemmatimonas::Cluster_306","Bacteria","Gemmatimonadota","Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae","Gemmatimonas","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","untargeted","any","not observed","not observed"
"Gemmatimonas::Cluster_3265","Bacteria","Gemmatimonadota","Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae","Gemmatimonas","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","untargeted","any","not observed","not observed"
"Gemmatimonas::Cluster_539","Bacteria","Gemmatimonadota","Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae","Gemmatimonas","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","untargeted","any","not observed","not observed"
"Gemmatimonas::Cluster_556","Bacteria","Gemmatimonadota","Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae","Gemmatimonas","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","untargeted","any","not observed","not observed"
"Gemmatimonas::Cluster_605","Bacteria","Gemmatimonadota","Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae","Gemmatimonas","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","untargeted","any","not observed","not observed"
"Gemmatimonas::Cluster_633","Bacteria","Gemmatimonadota","Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae","Gemmatimonas","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","untargeted","any","not observed","not observed"
"Gemmatimonas::Cluster_692","Bacteria","Gemmatimonadota","Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae","Gemmatimonas","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","untargeted","any","not observed","not observed"
"Gemmatimonas::Cluster_846","Bacteria","Gemmatimonadota","Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae","Gemmatimonas","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","untargeted","any","not observed","not observed"
"Gemmatimonas::Cluster_870","Bacteria","Gemmatimonadota","Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae","Gemmatimonas","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","untargeted","any","not observed","not observed"
"Gemmatimonas::Cluster_918","Bacteria","Gemmatimonadota","Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae","Gemmatimonas","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","untargeted","any","not observed","not observed"
"Geodermatophilus daqingensis::Cluster_225","Bacteria","Actinobacteriota","Actinobacteria","Frankiales","Geodermatophilaceae","Geodermatophilus","Geodermatophilus daqingensis","mic_unassigned","una_unassigned","una_unassigned","una_unassigned","mic_una_una_una_una","untargeted","any","not observed","not observed"
"Geodermatophilus::Cluster_448","Bacteria","Actinobacteriota","Actinobacteria","Frankiales","Geodermatophilaceae","Geodermatophilus","unassigned","mic_unassigned","una_unassigned","una_unassigned","una_unassigned","mic_una_una_una_una","untargeted","any","not observed","not observed"
"Gitt-GS-136::Cluster_298","Bacteria","Chloroflexi","Gitt-GS-136","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","untargeted","any","not observed","not observed"
"Granulicella::Cluster_1137","Bacteria","Acidobacteriota","Acidobacteriae","Acidobacteriales","Acidobacteriaceae (Subgroup 1)","Granulicella","unassigned","che_chemoheterotrophANDche_unassignedANDhet_unassignedANDmic_unassigned","che_unassignedANDuna_unassigned","una_unassigned","una_unassigned","che_che_una_una_unaANDche_una_una_una_unaANDhet_una_una_una_unaANDmic_una_una_una_una","untargeted","any","not observed","not observed"
"Granulicella::Cluster_4990","Bacteria","Acidobacteriota","Acidobacteriae","Acidobacteriales","Acidobacteriaceae (Subgroup 1)","Granulicella","unassigned","che_chemoheterotrophANDche_unassignedANDhet_unassignedANDmic_unassigned","che_unassignedANDuna_unassigned","una_unassigned","una_unassigned","che_che_una_una_unaANDche_una_una_una_unaANDhet_una_una_una_unaANDmic_una_una_una_una","untargeted","any","not observed","not observed"
"Haliangium::Cluster_1067","Bacteria","Myxococcota","Polyangia","Haliangiales","Haliangiaceae","Haliangium","unassigned","het_microbivoreANDhet_unassignedANDmic_unassigned","mic_unassignedANDuna_unassigned","una_unassigned","una_unassigned","het_mic_una_una_unaANDhet_una_una_una_unaANDmic_una_una_una_una","untargeted","any","not observed","not observed"
"Haliangium::Cluster_1298","Bacteria","Myxococcota","Polyangia","Haliangiales","Haliangiaceae","Haliangium","unassigned","het_microbivoreANDhet_unassignedANDmic_unassigned","mic_unassignedANDuna_unassigned","una_unassigned","una_unassigned","het_mic_una_una_unaANDhet_una_una_una_unaANDmic_una_una_una_una","untargeted","any","not observed","not observed"
"Haliangium::Cluster_166","Bacteria","Myxococcota","Polyangia","Haliangiales","Haliangiaceae","Haliangium","unassigned","het_microbivoreANDhet_unassignedANDmic_unassigned","mic_unassignedANDuna_unassigned","una_unassigned","una_unassigned","het_mic_una_una_unaANDhet_una_una_una_unaANDmic_una_una_una_una","untargeted","any","not observed","not observed"
"Haliangium::Cluster_1675","Bacteria","Myxococcota","Polyangia","Haliangiales","Haliangiaceae","Haliangium","unassigned","het_microbivoreANDhet_unassignedANDmic_unassigned","mic_unassignedANDuna_unassigned","una_unassigned","una_unassigned","het_mic_una_una_unaANDhet_una_una_una_unaANDmic_una_una_una_una","untargeted","any","not observed","not observed"
"Haliangium::Cluster_2560","Bacteria","Myxococcota","Polyangia","Haliangiales","Haliangiaceae","Haliangium","unassigned","het_microbivoreANDhet_unassignedANDmic_unassigned","mic_unassignedANDuna_unassigned","una_unassigned","una_unassigned","het_mic_una_una_unaANDhet_una_una_una_unaANDmic_una_una_una_una","untargeted","any","not observed","not observed"
"Haliangium::Cluster_2565","Bacteria","Myxococcota","Polyangia","Haliangiales","Haliangiaceae","Haliangium","unassigned","het_microbivoreANDhet_unassignedANDmic_unassigned","mic_unassignedANDuna_unassigned","una_unassigned","una_unassigned","het_mic_una_una_unaANDhet_una_una_una_unaANDmic_una_una_una_una","untargeted","any","not observed","not observed"
"Haliangium::Cluster_3067","Bacteria","Myxococcota","Polyangia","Haliangiales","Haliangiaceae","Haliangium","unassigned","het_microbivoreANDhet_unassignedANDmic_unassigned","mic_unassignedANDuna_unassigned","una_unassigned","una_unassigned","het_mic_una_una_unaANDhet_una_una_una_unaANDmic_una_una_una_una","untargeted","any","not observed","not observed"
"Haliangium::Cluster_4223","Bacteria","Myxococcota","Polyangia","Haliangiales","Haliangiaceae","Haliangium","unassigned","het_microbivoreANDhet_unassignedANDmic_unassigned","mic_unassignedANDuna_unassigned","una_unassigned","una_unassigned","het_mic_una_una_unaANDhet_una_una_una_unaANDmic_una_una_una_una","untargeted","any","not observed","not observed"
"Haliangium::Cluster_4589","Bacteria","Myxococcota","Polyangia","Haliangiales","Haliangiaceae","Haliangium","unassigned","het_microbivoreANDhet_unassignedANDmic_unassigned","mic_unassignedANDuna_unassigned","una_unassigned","una_unassigned","het_mic_una_una_unaANDhet_una_una_una_unaANDmic_una_una_una_una","untargeted","any","not observed","not observed"
"Haliangium::Cluster_505","Bacteria","Myxococcota","Polyangia","Haliangiales","Haliangiaceae","Haliangium","unassigned","het_microbivoreANDhet_unassignedANDmic_unassigned","mic_unassignedANDuna_unassigned","una_unassigned","una_unassigned","het_mic_una_una_unaANDhet_una_una_una_unaANDmic_una_una_una_una","untargeted","any","not observed","not observed"
"Haliangium::Cluster_5219","Bacteria","Myxococcota","Polyangia","Haliangiales","Haliangiaceae","Haliangium","unassigned","het_microbivoreANDhet_unassignedANDmic_unassigned","mic_unassignedANDuna_unassigned","una_unassigned","una_unassigned","het_mic_una_una_unaANDhet_una_una_una_unaANDmic_una_una_una_una","untargeted","any","not observed","not observed"
"Haliangium::Cluster_559","Bacteria","Myxococcota","Polyangia","Haliangiales","Haliangiaceae","Haliangium","unassigned","het_microbivoreANDhet_unassignedANDmic_unassigned","mic_unassignedANDuna_unassigned","una_unassigned","una_unassigned","het_mic_una_una_unaANDhet_una_una_una_unaANDmic_una_una_una_una","untargeted","any","not observed","not observed"
"Haliangium::Cluster_864","Bacteria","Myxococcota","Polyangia","Haliangiales","Haliangiaceae","Haliangium","unassigned","het_microbivoreANDhet_unassignedANDmic_unassigned","mic_unassignedANDuna_unassigned","una_unassigned","una_unassigned","het_mic_una_una_unaANDhet_una_una_una_unaANDmic_una_una_una_una","untargeted","any","not observed","not observed"
"Haliangium::Cluster_880","Bacteria","Myxococcota","Polyangia","Haliangiales","Haliangiaceae","Haliangium","unassigned","het_microbivoreANDhet_unassignedANDmic_unassigned","mic_unassignedANDuna_unassigned","una_unassigned","una_unassigned","het_mic_una_una_unaANDhet_una_una_una_unaANDmic_una_una_una_una","untargeted","any","not observed","not observed"
"Haliangium::Cluster_993","Bacteria","Myxococcota","Polyangia","Haliangiales","Haliangiaceae","Haliangium","unassigned","het_microbivoreANDhet_unassignedANDmic_unassigned","mic_unassignedANDuna_unassigned","una_unassigned","una_unassigned","het_mic_una_una_unaANDhet_una_una_una_unaANDmic_una_una_una_una","untargeted","any","not observed","not observed"
"Halomonas::Cluster_1399","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Halomonadaceae","Halomonas","unassigned","che_chemoheterotrophANDche_unassignedANDhet_unassignedANDmic_unassigned","che_unassignedANDuna_unassigned","una_unassigned","una_unassigned","che_che_una_una_unaANDche_una_una_una_unaANDhet_una_una_una_unaANDmic_una_una_una_una","untargeted","any","not observed","not observed"
"Herbaspirillum::Cluster_3160","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Oxalobacteraceae","Herbaspirillum","unassigned","mic_unassigned","una_unassigned","una_unassigned","una_unassigned","mic_una_una_una_una","untargeted","any","not observed","not observed"
"Herminiimonas aquatilis::Cluster_2322","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Oxalobacteraceae","Herminiimonas","Herminiimonas aquatilis","mic_unassigned","una_unassigned","una_unassigned","una_unassigned","mic_una_una_una_una","untargeted","any","not observed","not observed"
"Herpetosiphon::Cluster_1870","Bacteria","Chloroflexi","Chloroflexia","Chloroflexales","Herpetosiphonaceae","Herpetosiphon","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","untargeted","any","not observed","not observed"
"Herpetosiphon::Cluster_2193","Bacteria","Chloroflexi","Chloroflexia","Chloroflexales","Herpetosiphonaceae","Herpetosiphon","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","untargeted","any","not observed","not observed"
"Herpetosiphon::Cluster_2386","Bacteria","Chloroflexi","Chloroflexia","Chloroflexales","Herpetosiphonaceae","Herpetosiphon","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","untargeted","any","not observed","not observed"
